Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Text2Sign: Towards Sign Language Production Using Neural Machine Translation and Generative Adversarial Networks","International Journal of Computer Vision","","128","4","10.1007/s11263-019-01281-2","Stephanie StollNecati Cihan CamgozSimon HadfieldRichard Bowden","2020","http://link.springer.com/article/10.1007/s11263-019-01281-2","Article"
"Large-Scale Dictionary Construction for Foreign Language Tutoring and Interlingual Machine Translation","Machine Translation","","12","4","10.1023/A:1007965530302","Bonnie J. Dorr","1997","http://link.springer.com/article/10.1023/A%3A1007965530302","Article"
"Automatic machine translation error identification","Machine Translation","","29","1","10.1007/s10590-014-9163-y","Débora Beatriz de Jesus MartinsHelena de Medeiros Caseli","2015","http://link.springer.com/article/10.1007/s10590-014-9163-y","Article"
"What is Example-Based Machine Translation?","Recent Advances in Example-Based Machine Translation","","","","10.1007/978-94-010-0181-6_2","Davide TurcatoFred Popowich","2003","http://link.springer.com/chapter/10.1007/978-94-010-0181-6_2","Chapter"
"Machine Learning Applied to Rule-Based Machine Translation","Hybrid Approaches to Machine Translation","","","","10.1007/978-3-319-21311-8_5","Annette RiosAnne Göhring","2016","http://link.springer.com/chapter/10.1007/978-3-319-21311-8_5","Chapter"
"Towards Coordination of Multiple Machine Translation Services","New Frontiers in Artificial Intelligence","","","","10.1007/978-3-642-00609-8_8","Rie TanakaToru IshidaYohei Murakami","2009","http://link.springer.com/chapter/10.1007/978-3-642-00609-8_8","Chapter"
"Machine translation based on unification link grammar","Artificial Intelligence Review","","39","2","10.1007/s10462-011-9261-7","Armin SajadiMohammad Reza M. Borujerdi","2013","http://link.springer.com/article/10.1007/s10462-011-9261-7","Article"
"Can Simultaneous Interpretation Help Machine Translation?","Machine Translation and the Information Soup","","","","10.1007/3-540-49478-2_20","Dan Loehr","1998","http://link.springer.com/chapter/10.1007/3-540-49478-2_20","Chapter"
"Hybrid data-driven models of machine translation","Machine Translation","","19","3 - 4","10.1007/s10590-006-9015-5","Declan GrovesAndy Way","2005","http://link.springer.com/article/10.1007/s10590-006-9015-5","Article"
"Cunei: open-source machine translation with relevance-based models of each translation instance","Machine Translation","","25","2","10.1007/s10590-011-9109-6","Aaron B. Phillips","2011","http://link.springer.com/article/10.1007/s10590-011-9109-6","Article"
"Apertium: a free/open-source platform for rule-based machine translation","Machine Translation","","25","2","10.1007/s10590-011-9090-0","Mikel L. ForcadaMireia Ginestí-RosellJacob NordfalkJim O’ReganSergio Ortiz-RojasJuan Antonio Pérez-OrtizFelipe Sánchez-MartínezGema Ramírez-SánchezFrancis M. Tyers","2011","http://link.springer.com/article/10.1007/s10590-011-9090-0","Article"
"Error Classification and Analysis for Machine Translation Quality Assessment","Translation Quality Assessment","","","","10.1007/978-3-319-91241-7_7","Maja Popović","2018","http://link.springer.com/chapter/10.1007/978-3-319-91241-7_7","Chapter"
"Machine Translation from Text","Handbook of Natural Language Processing and Machine Translation","","","","10.1007/978-1-4419-7713-7_2","Nizar HabashJoseph OliveCaitlin ChristiansonJohn McCary","2011","http://link.springer.com/chapter/10.1007/978-1-4419-7713-7_2","Chapter"
"The Hindi to Dogri machine translation system: grammatical perspective","International Journal of Information Technology","","11","1","10.1007/s41870-018-0085-4","Preeti Dubey","2019","http://link.springer.com/article/10.1007/s41870-018-0085-4","Article"
"Domain Adaptation Techniques for Machine Translation and Their Evaluation in a Real-World Setting","Advances in Artificial Intelligence","","","","10.1007/978-3-642-30353-1_14","Baskaran SankaranMajid RazmaraAtefeh FarzindarWael KhreichFred PopowichAnoop Sarkar","2012","http://link.springer.com/chapter/10.1007/978-3-642-30353-1_14","Chapter"
"Orthographic and morphological processing for English–Arabic statistical machine translation","Machine Translation","","26","1 - 2","10.1007/s10590-011-9110-0","Ahmed El KholyNizar Habash","2012","http://link.springer.com/article/10.1007/s10590-011-9110-0","Article"
"Indowordnet’s help in Indian language machine translation","AI & SOCIETY","","35","3","10.1007/s00146-019-00907-w","Sreelekha S.Pushpak Bhattacharyya","2020","http://link.springer.com/article/10.1007/s00146-019-00907-w","Article"
"Manual labour: tackling machine translation for sign languages","Machine Translation","","27","1","10.1007/s10590-012-9133-1","Sara MorrisseyAndy Way","2013","http://link.springer.com/article/10.1007/s10590-012-9133-1","Article"
"Machine Translation Usage in a Children’s Workshop","Collaboration Technologies and Social Computing","","","","10.1007/978-3-319-98743-9_5","Mondheera PituxcoosuvarnToru IshidaNaomi YamashitaToshiyuki TakasakiYumiko Mori","2018","http://link.springer.com/chapter/10.1007/978-3-319-98743-9_5","Chapter"
"Multilingual Information Retrieval Using Machine Translation, Relevance Feedback and Decompounding","Information Retrieval","","7","1 - 2","10.1023/B:INRT.0000009444.89549.90","Aitao ChenFredric C. Gey","2004","http://link.springer.com/article/10.1023/B%3AINRT.0000009444.89549.90","Article"
"Principles of Context-Based Machine Translation Evaluation","Machine Translation","","17","1","10.1023/A:1025510524115","Eduard HovyMargaret KingAndrei Popescu-Belis","2002","http://link.springer.com/article/10.1023/A%3A1025510524115","Article"
"A model of comparative stylistics for machine translation","Machine Translation","","9","1","10.1007/BF00980198","Chrysanne DimarcoKeith Mah","1994","http://link.springer.com/article/10.1007/BF00980198","Article"
"Maximum Entropy Modeling: A Suitable Framework to Learn Context-Dependent Lexicon Models for Statistical Machine Translation","Machine Learning","","60","1 - 3","10.1007/s10994-005-0915-z","Ismael García-VareaFrancisco Casacuberta","2005","http://link.springer.com/article/10.1007/s10994-005-0915-z","Article"
"Transfer Machine Translation","Translation Engines: Techniques for Machine Translation","","","","10.1007/978-1-4471-0587-9_6","Arturo Trujillo BSc, MPhil PhD","1999","http://link.springer.com/chapter/10.1007/978-1-4471-0587-9_6","Chapter"
"Example-based machine translation: a review and commentary","Machine Translation","","19","3 - 4","10.1007/s10590-006-9003-9","John Hutchins","2005","http://link.springer.com/article/10.1007/s10590-006-9003-9","Article"
"Language, sublanguage, and the promise of machine translation","Computers and translation","","1","1","10.1007/BF00940825","Naomi S. Baron","1986","http://link.springer.com/article/10.1007/BF00940825","Article"
"A vector-space dynamic feature for phrase-based statistical machine translation","Journal of Intelligent Information Systems","","37","2","10.1007/s10844-010-0130-7","Marta R. Costa-jussàRafael E. Banchs","2011","http://link.springer.com/article/10.1007/s10844-010-0130-7","Article"
"METIS-II: low resource machine translation","Machine Translation","","22","1 - 2","10.1007/s10590-008-9048-z","Michael CarlMaite MeleroToni BadiaVincent VandeghinstePeter DirixIneke SchuurmanStella MarkantonatouSokratis SofianopoulosMarina VassiliouOlga Yannoutsou","2008","http://link.springer.com/article/10.1007/s10590-008-9048-z","Article"
"A review of Thai–English machine translation","Machine Translation","","34","2 - 3","10.1007/s10590-020-09248-8","Séamus Lyons","2020","http://link.springer.com/article/10.1007/s10590-020-09248-8","Article"
"Problems of machine translation of business texts from Russian into English","Automatic Documentation and Mathematical Linguistics","","51","3","10.3103/S0005105517030104","A. V. NovikovaL. A. Mylnikov","2017","http://link.springer.com/article/10.3103/S0005105517030104","Article"
"The treatment of complex English nominalizations in machine translation","Computers and translation","","3","1","10.1007/BF02057966","Harold SomersHideki HirakawaSeiji MiikeShinya Amano","1988","http://link.springer.com/article/10.1007/BF02057966","Article"
"Machine Translation of Closed Captions","Machine Translation","","15","4","10.1023/A:1012244918183","Fred PopowichPaul McFetridgeDavide TurcatoJanine Toole","2000","http://link.springer.com/article/10.1023/A%3A1012244918183","Article"
"Neighbors helping the poor: improving low-resource machine translation using related languages","Machine Translation","","33","3","10.1007/s10590-019-09236-7","Nima PourdamghaniKevin Knight","2019","http://link.springer.com/article/10.1007/s10590-019-09236-7","Article"
"Improvement of Machine Translation Evaluation by Simple Linguistically Motivated Features","Journal of Computer Science and Technology","","26","1","10.1007/s11390-011-9415-8","Mu-Yun YangShu-Qi SunJun-Guo ZhuSheng LiTie-Jun ZhaoXiao-Ning Zhu","2011","http://link.springer.com/article/10.1007/s11390-011-9415-8","Article"
"Generating Arabic text in multilingual speech-to-speech machine translation framework","Machine Translation","","22","4","10.1007/s10590-009-9054-9","Azza Abdel MonemKhaled ShaalanAhmed RafeaHoda Baraka","2009","http://link.springer.com/article/10.1007/s10590-009-9054-9","Article"
"Learning Finite-State Models for Machine Translation","Grammatical Inference: Algorithms and Applications","","","","10.1007/978-3-540-30195-0_2","Enrique VidalFrancisco Casacuberta","2004","http://link.springer.com/chapter/10.1007/978-3-540-30195-0_2","Chapter"
"Automated procedures for the improvement of a machine translation system by feedback from postediting","Machine Translation","","5","3","10.1007/BF00389819","Fujio NishidaShinobu Takamatsu","1990","http://link.springer.com/article/10.1007/BF00389819","Article"
"Can college students be post-editors? An investigation into employing language learners in machine translation plus post-editing settings","Machine Translation","","29","1","10.1007/s10590-014-9167-7","Masaru Yamada","2015","http://link.springer.com/article/10.1007/s10590-014-9167-7","Article"
"Segment-based interactive-predictive machine translation","Machine Translation","","31","4","10.1007/s10590-017-9213-3","Miguel DomingoÁlvaro PerisFrancisco Casacuberta","2017","http://link.springer.com/article/10.1007/s10590-017-9213-3","Article"
"Slavic languages in phrase-based statistical machine translation: a survey","Artificial Intelligence Review","","51","1","10.1007/s10462-017-9558-2","Mirjam Sepesy MaučecJanez Brest","2019","http://link.springer.com/article/10.1007/s10462-017-9558-2","Article"
"Observatory for Language Resources and Machine Translation in Europe – LT_Observatory","Future and Emerging Trends in Language Technology. Machine Learning and Big Data","","","","10.1007/978-3-319-69365-1_2","Bente MaegaardClaus PovlsenSussi OlsenLina HenriksenMargaretha MazuraVesna LusickyGerhard BudinBlanca RodríguezMa Luz Esparza","2017","http://link.springer.com/chapter/10.1007/978-3-319-69365-1_2","Chapter"
"Adaptation-guided retrieval in EBMT: A case-based approach to machine translation","Advances in Case-Based Reasoning","","","","10.1007/BFb0020604","Bróna CollinsPádraig Cunningham","1996","http://link.springer.com/chapter/10.1007/BFb0020604","Chapter"
"Joint Training for Pivot-Based Neural Machine Translation","Joint Training for Neural Machine Translation","","","","10.1007/978-981-32-9748-7_4","Yong Cheng","2019","http://link.springer.com/chapter/10.1007/978-981-32-9748-7_4","Chapter"
"Machine translation between Hebrew and Arabic","Machine Translation","","26","1 - 2","10.1007/s10590-011-9103-z","Reshef ShilonNizar HabashAlon LavieShuly Wintner","2012","http://link.springer.com/article/10.1007/s10590-011-9103-z","Article"
"Knowledge-based disambiguation for machine translation","Minds and Machines","","4","1","10.1007/BF00974203","Joachim QuantzBirte Schmitz","1994","http://link.springer.com/article/10.1007/BF00974203","Article"
"Stat-XFER: A General Search-Based Syntax-Driven Framework for Machine Translation","Computational Linguistics and Intelligent Text Processing","","","","10.1007/978-3-540-78135-6_31","Alon Lavie","2008","http://link.springer.com/chapter/10.1007/978-3-540-78135-6_31","Chapter"
"Adaptive Tuning for Statistical Machine Translation (AdapT)","Computational Linguistics and Intelligent Text Processing","","","","10.1007/978-3-319-18111-0_42","Mohamed A. ZahranAhmed Y. Tawfik","2015","http://link.springer.com/chapter/10.1007/978-3-319-18111-0_42","Chapter"
"Neural machine translation with a polysynthetic low resource language","Machine Translation","","34","4","10.1007/s10590-020-09255-9","John E. OrtegaRichard Castro MamaniKyunghyun Cho","2020","http://link.springer.com/article/10.1007/s10590-020-09255-9","Article"
