Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"He, Q., Huang, G., Li, L.",Integrating TM knowledge into NMT with double chain graph,2019,103,114,12,,10.1007/978-3-030-36718-3_9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076987081&partnerID=40&md5=7e9cc307f942be835edf25ac7826e8d7,Conference Paper,Scopus,2-s2.0-85076987081
"He, Y., Way, A.",Metric and reference factors in minimum error rate training,2010,27,38,12,2,10.1007/s10590-010-9072-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650070836&partnerID=40&md5=649513f84c890598b21d25ac4039162e,Article,Scopus,2-s2.0-78650070836
"Hellrich, J., Hahn, U.",Enhancing multilingual biomedical terminologies via machine translation from parallel corpora,2014,9,20,12,3,10.1007/978-3-319-07983-7_2,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958540589&partnerID=40&md5=eb81cb504bd4d14b8ee212e0a37140bd,Conference Paper,Scopus,2-s2.0-84958540589
"Heo, Y., Kang, S., Yoo, D.",Multimodal Neural Machine Translation with Weakly Labeled Images,2019,54042,54053,12,5,10.1109/ACCESS.2019.2911656,https://www.scopus.com/inward/record.url?eid=2-s2.0-85065386510&partnerID=40&md5=cbef62764b2143fea6b1471404992914,Article,Scopus,2-s2.0-85065386510
"Hu, R.",Research on intelligent automatic translation system in Chinese and English based on integration technology,2016,115,126,12,,10.14257/ijmue.2016.11.12.11,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018209295&partnerID=40&md5=4b11354aeefda179f4e54e35ac49d0ad,Article,Scopus,2-s2.0-85018209295
"Inácio, M.L., de Medeiros Caseli, H.",Word embeddings at post-editing,2020,323,334,12,,10.1007/978-3-030-41505-1_31,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081620161&partnerID=40&md5=c6d95439ad090c65fedb83d9eb9e479d,Conference Paper,Scopus,2-s2.0-85081620161
"Ishiwatar, S., Yao, J., Liu, S., Li, M., Zhou, M., Yoshinaga, N., Kitsuregawa, M., Jia, W.",Chunk-based decoder for neural machine translation,2017,1901,1912,12,7,10.18653/v1/P17-1174,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040573181&partnerID=40&md5=e615fb700c67a9a3ab96662ce0b78203,Conference Paper,Scopus,2-s2.0-85040573181
"Jiang, S., Armaly, A., McMillan, C.",Automatically generating commit messages from diffs using neural machine translation,2017,135,146,12,62,10.1109/ASE.2017.8115626,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041449577&partnerID=40&md5=65028d34bdbee7287fb91802fbb5bf29,Conference Paper,Scopus,2-s2.0-85041449577
"Jimenez, S., Dueñas, G.","LAR-WordNet: A machine-translated, pan-hispanic and regional WordNet for Spanish",2018,392,403,12,,10.1007/978-3-030-03928-8_32,https://www.scopus.com/inward/record.url?eid=2-s2.0-85057129978&partnerID=40&md5=20f9ffc70bd4fcfd79a0002782926d34,Conference Paper,Scopus,2-s2.0-85057129978
"Jin, G., Khatseyeva, N.",A reliable communication system to maximize the communication quality,2012,52,63,12,,10.1007/978-3-642-33983-7_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84868155074&partnerID=40&md5=938d2c98cf3bdfd38c5fba9ec77dcabe,Conference Paper,Scopus,2-s2.0-84868155074
"Jin, K., Wi, J., Kang, K., Kim, Y.",Korean historical documents analysis with improved dynamic word embedding,2020,1,12,12,,10.3390/app10217939,https://www.scopus.com/inward/record.url?eid=2-s2.0-85095821832&partnerID=40&md5=e05ff8928d1d9220bbf15523ab15d470,Article,Scopus,2-s2.0-85095821832
"Jing, P., Araki, K.",Zero anaphora resolution in Chinese and its application in Chinese-english machine translation,2007,364,375,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38149004995&partnerID=40&md5=e3a33a2e3543e8168905ab927166fd88,Conference Paper,Scopus,2-s2.0-38149004995
"Junczys-Dowmunt, M., Grundkiewicz, R., Guha, S., Heafield, K.",Approaching neural grammatical error correction as a low-resource machine translation task,2018,595,606,12,20,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081714833&partnerID=40&md5=812dc3d2a857274359512a77de84f294,Conference Paper,Scopus,2-s2.0-85081714833
"Junczys-Dowmunt, M., Sza?, A.",SyMGiza++: Symmetrized word alignment models for statistical machine translation,2012,379,390,12,14,10.1007/978-3-642-25261-7_30,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857094657&partnerID=40&md5=21dcaac72986c9f9be795ff32ad53eb5,Conference Paper,Scopus,2-s2.0-84857094657
"Jwalapuram, P., Joty, S., Temnikova, I., Nakov, P.",Evaluating pronominal anaphora in machine translation: An evaluation measure and a test suite,2020,2964,2975,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084301297&partnerID=40&md5=3a66337cfdd0392c47bb2a50e8b8a81f,Conference Paper,Scopus,2-s2.0-85084301297
"Kamigaito, H., Watanabe, T., Takamura, H., Okumura, M., Sumita, E.",Hierarchical back-off modeling of hiero grammar based on non-parametric bayesian model,2017,912,923,12,,10.2197/ipsjjip.25.912,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040916028&partnerID=40&md5=acad3fd25e71a63452bcd83dd03444aa,Article,Scopus,2-s2.0-85040916028
"Karaivanov, S., Raychev, V., Vechev, M.",Phrase-based statistical translation of programming languages,2014,173,184,12,49,10.1145/2661136.2661148,https://www.scopus.com/inward/record.url?eid=2-s2.0-84910628211&partnerID=40&md5=232b91dbcb95638c5018a34725991484,Conference Paper,Scopus,2-s2.0-84910628211
"Kasai, J., Cross, J., Ghazvininejad, M., Jiatao, G.",Non-Autoregressive Machine Translation with Disentangled Context Transformer,2020,5100,5111,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85105129638&partnerID=40&md5=50c43afb39c4e0922e355abc9358d89e,Conference Paper,Scopus,2-s2.0-85105129638
"Kauchak, D., Elkan, C.",Learning rules to improve a machine translation system,2003,205,216,12,,10.1007/978-3-540-39857-8_20,https://www.scopus.com/inward/record.url?eid=2-s2.0-9444269874&partnerID=40&md5=1e28f9737a7deffa391a80a61da6df07,Conference Paper,Scopus,2-s2.0-9444269874
"Khadivi, S., Ney, H.",Automatic filtering of bilingual corpora for statistical machine translation,2005,263,274,12,23,10.1007/11428817_24,https://www.scopus.com/inward/record.url?eid=2-s2.0-25144482876&partnerID=40&md5=730461e77f43d45f98a13970321d0c79,Conference Paper,Scopus,2-s2.0-25144482876
"Khusainov, A., Suleymanov, D., Gilmullin, R., Minsafina, A., Kubedinova, L., Abdurakhmonova, N.",First results of the “TurkLang-7” project: Creating Russian-turkic parallel corpora and MT systems,2020,90,101,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85098169528&partnerID=40&md5=b3d18a25deb9d33c634ffd3bcfe27169,Conference Paper,Scopus,2-s2.0-85098169528
"Kim, T., Hwang, M., Hwang, M.-N., Song, S.-K., Jeong, D.-H., Jung, H.",Translation of technical terminologies between English and Korean based on textual big data,2015,1115,1126,12,2,10.1002/spe.2284,https://www.scopus.com/inward/record.url?eid=2-s2.0-84936845747&partnerID=40&md5=00f2463cd690d86fa5c472b0df6861da,Article,Scopus,2-s2.0-84936845747
"Kim, Y., Gao, Y., Ney, H.",Effective cross-lingual transfer of neural machine translation models without shared vocabularies,2020,1246,1257,12,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072399397&partnerID=40&md5=fb1747292278cad5eb769dde016cc270,Conference Paper,Scopus,2-s2.0-85072399397
"Kiyono, S., Suzuki, J., Mizumoto, T., Inui, K.",Massive Exploration of Pseudo Data for Grammatical Error Correction,2020,2134,2145,12,,10.1109/TASLP.2020.3007753,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089569357&partnerID=40&md5=24243062446a98b1e2c70546c339b9f4,Article,Scopus,2-s2.0-85089569357
"Kong, J., Yang, Y., Zhou, X., Wang, L., Li, X.",Research for Uyghur-Chinese neural machine translation,2016,141,152,12,2,10.1007/978-3-319-50496-4_12,https://www.scopus.com/inward/record.url?eid=2-s2.0-85003875965&partnerID=40&md5=7b037f31cc052ae2938162667a180a45,Book Chapter,Scopus,2-s2.0-85003875965
"Kostikova, I., Shevchenko, A., Holubnycha, L., Popova, N., Budianska, V.",Use of machine translation technology for understanding scientific and technical texts,2019,1350,1361,12,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063509293&partnerID=40&md5=ffa7838ab041b606d56d03322f40ee5c,Article,Scopus,2-s2.0-85063509293
"Koukourikos, A., Karampiperis, P., Stoitsis, G.",Cross-Language Ontology Alignment Utilizing Machine Translation Models,2013,75,86,12,,10.1007/978-3-319-03437-9_9,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904695535&partnerID=40&md5=c9835833ac5fb781d8997265fc67ad61,Conference Paper,Scopus,2-s2.0-84904695535
"Krishnamurthy, P.",Development of Telugu-Tamil transfer-based machine translation system: An improvization using divergence index,2019,493,504,12,,10.1515/jisys-2018-0214,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056526938&partnerID=40&md5=049a5ce365c13604caf4ae6e12d84272,Article,Scopus,2-s2.0-85056526938
"Kr?oul, Z., Kanis, J., Železný, M., Müller, L.",Czech text-to-sign speech synthesizer,2008,180,191,12,13,10.1007/978-3-540-78155-4_16,https://www.scopus.com/inward/record.url?eid=2-s2.0-40249100271&partnerID=40&md5=db06e8cc022e12312c496c8ced245c84,Conference Paper,Scopus,2-s2.0-40249100271
"Laukaitis, A., Vasilecas, O.",Asymmetric hybrid machine translation for languages with scarce resources,2007,397,408,12,2,10.1007/978-3-540-70939-8_35,https://www.scopus.com/inward/record.url?eid=2-s2.0-37149018619&partnerID=40&md5=4eda3b1745ac45b36ff8215afdf29f02,Conference Paper,Scopus,2-s2.0-37149018619
"Lembersky, G., Ordan, N., Wintner, S.",Language models for machine translation: Original vs. translated texts,2011,363,374,12,12,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053235090&partnerID=40&md5=2c712c2e98349128e3a0d4f3e1e131df,Conference Paper,Scopus,2-s2.0-80053235090
"Leontiev, A.P., Petrova, M.A.",The description of locative dependencies in a natural language processing model,2014,318,329,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904806858&partnerID=40&md5=4b2ed06efa7031fef6a62cec33e7b4ab,Article,Scopus,2-s2.0-84904806858
"Li, G., Liu, L., Li, X., Zhu, C., Zhao, T., Shi, S.",Understanding and improving hidden representation for neural machine translation,2019,466,477,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085574605&partnerID=40&md5=e022892a9aef128b9887a1c0fa36cf29,Conference Paper,Scopus,2-s2.0-85085574605
"Li, Q., Myaeng, S.H., Jin, Y., Kang, B.-Y.",Translation of unknown terms via web mining for information retrieval,2006,258,269,12,1,10.1007/11880592_20,https://www.scopus.com/inward/record.url?eid=2-s2.0-33751369335&partnerID=40&md5=753717912dbe90b5f0ce0722eed66b8a,Conference Paper,Scopus,2-s2.0-33751369335
"Li, Q., Zhang, D., Li, M., Xiao, T., Zhu, J.",Better addressing word deletion for statistical machine translation,2016,91,102,12,1,10.1007/978-3-319-50496-4_8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85003794584&partnerID=40&md5=6387b4743ade59c3e83cbe206faced77,Book Chapter,Scopus,2-s2.0-85003794584
"Li, Q., Zhang, X., Xiong, J., Hwu, W.-M., Chen, D.",Efficient Methods for Mapping Neural Machine Translator on FPGAs,2021,1866,1877,12,,10.1109/TPDS.2020.3047371,https://www.scopus.com/inward/record.url?eid=2-s2.0-85098749467&partnerID=40&md5=cacfec36de4e6a02d0f0f3fe85c7eec7,Article,Scopus,2-s2.0-85098749467
"Liu, C.-H., Silva, C.C., Wang, L., Way, A.",Pivot machine translation using chinese as pivot language,2019,74,85,12,1,10.1007/978-981-13-3083-4_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060194967&partnerID=40&md5=c5d5fd30dd96e8a9f996cd90210491d5,Conference Paper,Scopus,2-s2.0-85060194967
"Liu, S., Leal, A.L.V.",Analysis of temporal adverbial phrases for Portuguese-Chinese machine translation,2016,62,73,12,1,10.1007/978-3-319-41552-9_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84977596456&partnerID=40&md5=badede9fd5ef981635e981f6732ed425,Conference Paper,Scopus,2-s2.0-84977596456
"Liu, Y., Zhang, J., Hao, J., Zhang, D.",Making language model as small as possible in statistical machine translation,2014,1,12,12,2,10.1007/978-3-662-45701-6_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-84914810451&partnerID=40&md5=e0ac3e260aef59bb0b367cde54feaa60,Conference Paper,Scopus,2-s2.0-84914810451
"Liu, Z., Lo, D., Xia, X., Xing, Z., Hassan, A.E., Wang, X.",Neural-machine-translation-based commit message generation: How far are we?,2018,373,384,12,37,10.1145/3238147.3238190,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056544271&partnerID=40&md5=c97cbad0292ab3a7aac14d653d43a9c1,Conference Paper,Scopus,2-s2.0-85056544271
"Ljubeši?, N., Erjavec, T., Fišer, D.",Standardizing tweets with character-level machine translation,2014,164,175,12,13,10.1007/978-3-642-54903-8_14,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958551622&partnerID=40&md5=698963e0a207495faa6850bdd5397918,Conference Paper,Scopus,2-s2.0-84958551622
"Loehr, D.",Can simultaneous interpretation help machine translation?,1998,213,224,12,1,10.1007/3-540-49478-2_20,https://www.scopus.com/inward/record.url?eid=2-s2.0-84947729499&partnerID=40&md5=93b87d63e9e66d353b8291bf90a214ae,Conference Paper,Scopus,2-s2.0-84947729499
"Lohar, P., Bhaskar, P., Pal, S., Bandyopadhyay, S.",Cross lingual snippet generation using snippet translation system,2014,331,342,12,2,10.1007/978-3-642-54903-8_28,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958525689&partnerID=40&md5=e1bbf7a8be4f82582edc40afe2de3eaf,Conference Paper,Scopus,2-s2.0-84958525689
"Lu, J., Zhang, J.",Select the Best Translation from Different Systems Without Reference,2019,355,366,12,,10.1007/978-3-030-32233-5_28,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075548618&partnerID=40&md5=3e3db8432bbe8e2a3a6e44d56d20f1e0,Conference Paper,Scopus,2-s2.0-85075548618
"Lu, Y., Zhang, J., Zong, C.",Exploiting knowledge graph in neural machine translation,2019,27,38,12,1,10.1007/978-981-13-3083-4_3,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060193831&partnerID=40&md5=63f71fa250af170cf54f9e12feafbba2,Conference Paper,Scopus,2-s2.0-85060193831
"Luo, L., Yang, H., Siu, S.C., Chin, F.Y.L.",Neural machine translation for financial listing documents,2018,232,243,12,1,10.1007/978-3-030-04221-9_21,https://www.scopus.com/inward/record.url?eid=2-s2.0-85059093244&partnerID=40&md5=c9afae0b892e5eef38ef5374d94d4319,Conference Paper,Scopus,2-s2.0-85059093244
"Ma, J., Qin, S., Chen, M., Li, X.",Independent fusion of words and image for multimodal machine translation,2019,35,46,12,,10.1007/978-981-15-1721-1_4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076702965&partnerID=40&md5=9a512c5f8550a49774645091396d6c4c,Conference Paper,Scopus,2-s2.0-85076702965
"Ma, J., Sheng, W., Huang, D., Sun, Y.",Identification of English prepositional phrases within business domain for machine translation,2013,4849,4860,12,1,10.12733/jics20102308,https://www.scopus.com/inward/record.url?eid=2-s2.0-84886745462&partnerID=40&md5=ce1d572ccf8c9a1da76b4ac1abeadbc9,Article,Scopus,2-s2.0-84886745462
"Mahmoudi, A., Faili, H., Dehghan, M.H., Maleki, J.",ELEXR: Automatic evaluation of machine translation using lexical relationships,2013,394,405,12,,10.1007/978-3-642-45114-0_32,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894121994&partnerID=40&md5=97e1a016604a3465910fa251c689c45c,Conference Paper,Scopus,2-s2.0-84894121994
"Manandise, E., Gdaniec, C.",Morphology to the rescue redux: Resolving borrowings and code-mixing in machine translation,2011,86,97,12,1,10.1007/978-3-642-23138-4_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-80052805775&partnerID=40&md5=82f3b21adfb5952a27d8450fc09d10bf,Conference Paper,Scopus,2-s2.0-80052805775
"Masoud, M., Torregrosa, D., Buitelaar, P., Ar?an, M.",Back-translation approach for code-switching machine translation: A case study,2019,128,139,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081609716&partnerID=40&md5=dff12659210c4ccc818e16bf2bc1a0f3,Conference Paper,Scopus,2-s2.0-85081609716
"Mathur, P., Paul, S.",Integration of a noun compound translator tool with moses for english-hindi machine translation and evaluation,2012,60,71,12,,10.1007/978-3-642-28601-8_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858324808&partnerID=40&md5=af2acda3f4842436e1892f6b62987115,Conference Paper,Scopus,2-s2.0-84858324808
"Matsuhara, M., Araki, K., Tochinai, K.",Effectiveness for machine translation method using Inductive Learning on number representation,2002,648,659,12,3,10.1007/3-540-36187-1_57,https://www.scopus.com/inward/record.url?eid=2-s2.0-21844467791&partnerID=40&md5=a96c1a96b47c024fffde0ccee7e77ffa,Conference Paper,Scopus,2-s2.0-21844467791
"Mau?ec, M.S., Donaj, G.",Morphology in statistical machine translation from english to a highly inflectional language,2018,63,74,12,2,10.5755/j01.itc.47.1.16137,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042945123&partnerID=40&md5=cba3175a39d05b0a5e53761ab79861ca,Article,Scopus,2-s2.0-85042945123
"Mccord, M.C.",A new version of the machine translation system LMT,1989,218,229,12,6,10.1093/llc/4.3.218,https://www.scopus.com/inward/record.url?eid=2-s2.0-1842645752&partnerID=40&md5=e549c73b067e7769e4aaa8138552faaa,Article,Scopus,2-s2.0-1842645752
"Meng, F., Lu, Z., Li, H., Liu, Q.",Interactive attention for neural machine translation,2016,2174,2185,12,24,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041213862&partnerID=40&md5=a3884407c6dabc2d702e2c7f85cfa2bf,Conference Paper,Scopus,2-s2.0-85041213862
"Messerschmidt, J.",Graph transductions in the field of automatic translation of natural languages,1983,255,266,12,,10.1007/BFb0000112,https://www.scopus.com/inward/record.url?eid=2-s2.0-0020992792&partnerID=40&md5=96c232b6fd463d5ae24298107ee69e7d,Conference Paper,Scopus,2-s2.0-0020992792
"Miao, G., Di, H., Xu, J., Yang, Z., Chen, Y., Ouchi, K.",Improved Quality Estimation of Machine Translation with Pre-trained Language Representation,2019,406,417,12,,10.1007/978-3-030-32233-5_32,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075577842&partnerID=40&md5=704c95346b4495575c529284680d975b,Conference Paper,Scopus,2-s2.0-85075577842
"Miao, G., Di, H., Xu, J., Yang, Z., Chen, Y., Ouchi, K.",Improving quality estimation of machine translation by using pre-trained language representation,2019,11,22,12,,10.1007/978-981-15-1721-1_2,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076670175&partnerID=40&md5=31991d81c21d18310d785b4eb55e544d,Conference Paper,Scopus,2-s2.0-85076670175
"Miura, S., Utiyama, M., Takeuchi, K., Isahara, H., Nagai, Y., Taura, T.",Translation between linguistic structures and shape structures for bidirectional design,2006,79,90,12,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84861511421&partnerID=40&md5=5a29d437e3d815ec03d9e18cc2e8a69b,Conference Paper,Scopus,2-s2.0-84861511421
